                              id |                         title |     status |  done | lang | creator_name |                output_language |       item_type |                eta | low_priority | waiting_time | is_trash |                       project_id |                                                                                                                                     name
9c882b3f1787484f9c826d47e0e25487 |          DearHeaven_S01E40--2 |  completed |  True |  jpn |        Polel |                       Japanese | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E40--2--%5B%5Ba7cf0a200a64417798d5505e1155107f-002%5D%5D.m4a
d32abb53bca443a7b2f1772e186d48a9 |          DearHeaven_S01E40--0 | processing | False |  zho |        Polel | Chinese (Mandarin, Simplified) | video_translate |  95.98777695959375 |        False |            0 |    False | 14bb07cda9ff4dbfaed238fb0fbd8c65 |                                                               DearHeaven_S01E40--0--%5B%5Ba7cf0a200a64417798d5505e1155107f-000%5D%5D.m4a
4525127ec498461ba5ed29c78a594321 |          DearHeaven_S01E40--1 |  completed | False |  zho |        Polel | Chinese (Mandarin, Simplified) | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E40--1--%5B%5Ba7cf0a200a64417798d5505e1155107f-001%5D%5D.m4a
1b1df6cf2ce5428f9711fcf51a5ba43e |          DearHeaven_S01E40--2 |  completed | False |  zho |        Polel | Chinese (Mandarin, Simplified) | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E40--2--%5B%5Ba7cf0a200a64417798d5505e1155107f-002%5D%5D.m4a
ce3124edd0d24ea899f390912014e535 |          DearHeaven_S01E45--0 | processing | False |  eng |        Lance |        English (United States) | video_translate |   95.5744439935248 |        False |            0 |    False | 14bb07cda9ff4dbfaed238fb0fbd8c65 |                                                               DearHeaven_S01E45--0--%5B%5Bdf2a3af01a384aa0bb733b3668ce9474-000%5D%5D.m4a
6077d85626e64df78841d4b30b9d380e |          DearHeaven_S01E45--1 | processing | False |  eng |        Lance |        English (United States) | video_translate |  97.73533451676782 |        False |            0 |    False | 14bb07cda9ff4dbfaed238fb0fbd8c65 |                                                               DearHeaven_S01E45--1--%5B%5Bdf2a3af01a384aa0bb733b3668ce9474-001%5D%5D.m4a
f008c446186b402c9d41eb8016f5c5e6 |          DearHeaven_S01E45--2 |  completed | False |  eng |        Lance |        English (United States) | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E45--2--%5B%5Bdf2a3af01a384aa0bb733b3668ce9474-002%5D%5D.m4a
770314db43644862a77b1d80f19cd871 |          DearHeaven_S01E45--0 |  completed |  True |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E45--0--%5B%5Bdf2a3af01a384aa0bb733b3668ce9474-000%5D%5D.m4a
403d01ec260c4422830414f181c055b1 |          DearHeaven_S01E45--1 |  completed |  True |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E45--1--%5B%5Bdf2a3af01a384aa0bb733b3668ce9474-001%5D%5D.m4a
a27c9d3deba74c6cbe2f1ccc8c6e4970 |          DearHeaven_S01E45--2 |  completed |  True |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E45--2--%5B%5Bdf2a3af01a384aa0bb733b3668ce9474-002%5D%5D.m4a
88e8c327ee594d409db477660f8a754c |          DearHeaven_S01E45--0 |  completed | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |                  0 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E45--0--%5B%5Bdf2a3af01a384aa0bb733b3668ce9474-000%5D%5D.m4a
01a2af9aed1d48439b851917d5d15fa5 |          DearHeaven_S01E45--1 | processing | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |  33.33333850120567 |        False |            0 |    False | 14bb07cda9ff4dbfaed238fb0fbd8c65 |                                                               DearHeaven_S01E45--1--%5B%5Bdf2a3af01a384aa0bb733b3668ce9474-001%5D%5D.m4a
4738888f3d7b4a9baa3e0177572cb91d |          DearHeaven_S01E45--2 |  completed | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E45--2--%5B%5Bdf2a3af01a384aa0bb733b3668ce9474-002%5D%5D.m4a
ccb3d07926ae46159bc3ce09e743cac2 |          DearHeaven_S01E46--0 |    waiting | False |  eng |        Lance |        English (United States) | video_translate | 2.5788459535490826 |        False |         3600 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E46--0--%5B%5B95241a19855842d0b4e5265fbf1b9a45-000%5D%5D.m4a
1c0e4de0c3da43719469cc330d7058dd |          DearHeaven_S01E46--1 | processing | False |  eng |        Lance |        English (United States) | video_translate | 33.333338478871525 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E46--1--%5B%5B95241a19855842d0b4e5265fbf1b9a45-001%5D%5D.m4a
a467c8f4384143808bd8387cf8c51d27 |          DearHeaven_S01E46--2 |  completed | False |  eng |        Lance |        English (United States) | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E46--2--%5B%5B95241a19855842d0b4e5265fbf1b9a45-002%5D%5D.m4a
515d29f95466417da55938003a18a0b3 |          DearHeaven_S01E46--0 |  completed |  True |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E46--0--%5B%5B95241a19855842d0b4e5265fbf1b9a45-000%5D%5D.m4a
5f1bd9dcc32c4e85a4c3793bca7180fb |          DearHeaven_S01E46--1 |  completed |  True |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E46--1--%5B%5B95241a19855842d0b4e5265fbf1b9a45-001%5D%5D.m4a
67afc52bb9ed42789d3024abc6499ab3 |          DearHeaven_S01E46--2 |  completed |  True |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E46--2--%5B%5B95241a19855842d0b4e5265fbf1b9a45-002%5D%5D.m4a
2293ba02ff0840f08834ac650ad36bb1 |          DearHeaven_S01E46--0 | processing | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |  96.37611807658038 |        False |            0 |    False | 14bb07cda9ff4dbfaed238fb0fbd8c65 |                                                               DearHeaven_S01E46--0--%5B%5B95241a19855842d0b4e5265fbf1b9a45-000%5D%5D.m4a
fc03f13ac5b94c65bed12a7945979a11 |          DearHeaven_S01E46--1 | processing | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |  96.75740677504211 |        False |            0 |    False | 14bb07cda9ff4dbfaed238fb0fbd8c65 |                                                               DearHeaven_S01E46--1--%5B%5B95241a19855842d0b4e5265fbf1b9a45-001%5D%5D.m4a
641fb9fdc2db4add857df334836bc0b9 |          DearHeaven_S01E46--2 | processing | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |  33.33336176206071 |        False |            0 |    False | 14bb07cda9ff4dbfaed238fb0fbd8c65 |                                                               DearHeaven_S01E46--2--%5B%5B95241a19855842d0b4e5265fbf1b9a45-002%5D%5D.m4a
eca16ea7a8f540e691d73a2103fa33b2 |          DearHeaven_S01E47--0 |  completed | False |  eng |        Lance |        English (United States) | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E47--0--%5B%5B092cc3e4116048a2989dd90ed8db3b3c-000%5D%5D.m4a
6dc4e244ea824c08a3b44300c58267e6 |          DearHeaven_S01E47--1 | processing | False |  eng |        Lance |        English (United States) | video_translate |  96.79950357213727 |        False |            0 |    False | 14bb07cda9ff4dbfaed238fb0fbd8c65 |                                                               DearHeaven_S01E47--1--%5B%5B092cc3e4116048a2989dd90ed8db3b3c-001%5D%5D.m4a
03fd9039336945b6bf82443a0f159e6c |          DearHeaven_S01E47--0 |  completed |  True |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E47--0--%5B%5B092cc3e4116048a2989dd90ed8db3b3c-000%5D%5D.m4a
ff2e5c2daee04237a12466d3fc8b7bf5 |          DearHeaven_S01E47--1 |  completed |  True |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E47--1--%5B%5B092cc3e4116048a2989dd90ed8db3b3c-001%5D%5D.m4a
d1411fff27974180aff4116e014a8d6d |          DearHeaven_S01E47--0 |    waiting | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |  4.324456576702048 |        False |         3600 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E47--0--%5B%5B092cc3e4116048a2989dd90ed8db3b3c-000%5D%5D.m4a
b10e72a26419406c9f59a20d1270a8c5 |          DearHeaven_S01E47--1 | processing | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |  96.79950357213727 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E47--1--%5B%5B092cc3e4116048a2989dd90ed8db3b3c-001%5D%5D.m4a
1c6db04817ab42fda68e989a28fc6c77 |          DearHeaven_S01E48--0 | processing | False |  eng |        Lance |        English (United States) | video_translate |  96.99097133823818 |        False |            0 |    False | 14bb07cda9ff4dbfaed238fb0fbd8c65 |                                                               DearHeaven_S01E48--0--%5B%5Bb814e6b6bb2a4b05bfb6aa59318a45aa-000%5D%5D.m4a
3692ae7c606941d28c8b735366e382f5 |          DearHeaven_S01E48--1 |  completed | False |  eng |        Lance |        English (United States) | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E48--1--%5B%5Bb814e6b6bb2a4b05bfb6aa59318a45aa-001%5D%5D.m4a
74e2177111c94cf58a372782839a7b7a |          DearHeaven_S01E48--2 |  completed | False |  eng |        Lance |        English (United States) | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E48--2--%5B%5Bb814e6b6bb2a4b05bfb6aa59318a45aa-002%5D%5D.m4a
9ebd0eb79d4f4016af0b4a98743538b9 |          DearHeaven_S01E48--0 |  completed |  True |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E48--0--%5B%5Bb814e6b6bb2a4b05bfb6aa59318a45aa-000%5D%5D.m4a
f1b3a0b391b84dff8aa337f71356ac0f |          DearHeaven_S01E48--1 |  completed |  True |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E48--1--%5B%5Bb814e6b6bb2a4b05bfb6aa59318a45aa-001%5D%5D.m4a
24be0a8b049e435a83901e0aa99cf37d |          DearHeaven_S01E48--2 |  completed |  True |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E48--2--%5B%5Bb814e6b6bb2a4b05bfb6aa59318a45aa-002%5D%5D.m4a
855a6845aac84766a2ae1ab2f5626282 |          DearHeaven_S01E48--0 | processing | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |  96.99097133823818 |        False |            0 |    False | 14bb07cda9ff4dbfaed238fb0fbd8c65 |                                                               DearHeaven_S01E48--0--%5B%5Bb814e6b6bb2a4b05bfb6aa59318a45aa-000%5D%5D.m4a
e007deace6644541ae87665e75299919 |          DearHeaven_S01E48--1 |  completed | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E48--1--%5B%5Bb814e6b6bb2a4b05bfb6aa59318a45aa-001%5D%5D.m4a
d044ec1606794e0b98c5bb71dc5a1afc |          DearHeaven_S01E48--2 | processing | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |  33.33333637539205 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E48--2--%5B%5Bb814e6b6bb2a4b05bfb6aa59318a45aa-002%5D%5D.m4a
df2b63c3cbcf4cd2a1b36deb00bb6079 |          DearHeaven_S01E49--0 |  completed | False |  eng |        Lance |        English (United States) | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E49--0--%5B%5Bb52ec890480a451faf0c61e62ee72514-000%5D%5D.m4a
c5f9ea6a1f6b4bdda724d806c370fc3d |          DearHeaven_S01E49--1 | processing | False |  eng |        Lance |        English (United States) | video_translate |  97.52735799918656 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E49--1--%5B%5Bb52ec890480a451faf0c61e62ee72514-001%5D%5D.m4a
66288b9993674bc898c2ec38e10a5d8e |          DearHeaven_S01E49--2 | processing | False |  eng |        Lance |        English (United States) | video_translate |  33.33334809220302 |        False |            0 |    False | 14bb07cda9ff4dbfaed238fb0fbd8c65 |                                                               DearHeaven_S01E49--2--%5B%5Bb52ec890480a451faf0c61e62ee72514-002%5D%5D.m4a
39cc8c37a6c643c8bbbe337445035580 |          DearHeaven_S01E49--0 |  completed | False |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E49--0--%5B%5Bb52ec890480a451faf0c61e62ee72514-000%5D%5D.m4a
fbfdeacde9ec4af99667f46fb438c72d |          DearHeaven_S01E49--1 | processing | False |  jpn |        Lance |                       Japanese | video_translate |  77.77777949192827 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E49--1--%5B%5Bb52ec890480a451faf0c61e62ee72514-001%5D%5D.m4a
251cbf44ae7442a692e2f479ee2d1b8f |          DearHeaven_S01E49--2 |  completed | False |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E49--2--%5B%5Bb52ec890480a451faf0c61e62ee72514-002%5D%5D.m4a
43955046737b4a0f8e57f4bb73b190dd |          DearHeaven_S01E49--0 | processing | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |  33.33333853822019 |        False |            0 |    False | 14bb07cda9ff4dbfaed238fb0fbd8c65 |                                                               DearHeaven_S01E49--0--%5B%5Bb52ec890480a451faf0c61e62ee72514-000%5D%5D.m4a
19712d9a54874ac48f333ae2d4bf3d8b |          DearHeaven_S01E49--1 | processing | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |  97.52735799918656 |        False |            0 |    False | 14bb07cda9ff4dbfaed238fb0fbd8c65 |                                                               DearHeaven_S01E49--1--%5B%5Bb52ec890480a451faf0c61e62ee72514-001%5D%5D.m4a
c88c2d988d604b6ea84bd92d207f327f |          DearHeaven_S01E49--2 |  completed | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E49--2--%5B%5Bb52ec890480a451faf0c61e62ee72514-002%5D%5D.m4a
db7783b32f9343058af491377d9895eb |          DearHeaven_S01E50--0 | processing | False |  eng |        Lance |        English (United States) | video_translate |  95.54619146691013 |        False |            0 |    False | 14bb07cda9ff4dbfaed238fb0fbd8c65 |                                                               DearHeaven_S01E50--0--%5B%5B6f7a64860aa4466689863872b7d3debb-000%5D%5D.m4a
413f426c094a4a08a7656f26461241a3 |          DearHeaven_S01E50--1 | processing | False |  eng |        Lance |        English (United States) | video_translate |   97.3752669096388 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E50--1--%5B%5B6f7a64860aa4466689863872b7d3debb-001%5D%5D.m4a
575a86b1d0ef475f9e8bcd2b4ad192a7 |          DearHeaven_S01E50--2 | processing | False |  eng |        Lance |        English (United States) | video_translate |  33.33336470627209 |        False |            0 |    False | 14bb07cda9ff4dbfaed238fb0fbd8c65 |                                                               DearHeaven_S01E50--2--%5B%5B6f7a64860aa4466689863872b7d3debb-002%5D%5D.m4a
ce2bb93b38d94745a4c4d7ef964c63cf |          DearHeaven_S01E50--0 |  completed |  True |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E50--0--%5B%5B6f7a64860aa4466689863872b7d3debb-000%5D%5D.m4a
80a2213ed18a45af9f9fdbb4b21f8d90 |          DearHeaven_S01E50--1 |  completed |  True |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E50--1--%5B%5B6f7a64860aa4466689863872b7d3debb-001%5D%5D.m4a
1eb830097cf74ca18678fd5dc3940fa3 |          DearHeaven_S01E50--2 |  completed |  True |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E50--2--%5B%5B6f7a64860aa4466689863872b7d3debb-002%5D%5D.m4a
78f84be39c3641f4a63a4c11fe2038b8 |          DearHeaven_S01E50--0 | processing | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |  96.66692659733684 |        False |            0 |    False | 14bb07cda9ff4dbfaed238fb0fbd8c65 |                                                               DearHeaven_S01E50--0--%5B%5B6f7a64860aa4466689863872b7d3debb-000%5D%5D.m4a
6f4bad60b6e9474f98d3dbd99206d1aa |          DearHeaven_S01E50--1 | processing | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate | 33.333336205685505 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E50--1--%5B%5B6f7a64860aa4466689863872b7d3debb-001%5D%5D.m4a
2dd74fd733424ccf8a045d68deabc0dd |          DearHeaven_S01E50--2 |  completed | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E50--2--%5B%5B6f7a64860aa4466689863872b7d3debb-002%5D%5D.m4a
48e3e75cfbfc4c21aa657855e0d3244b |          DearHeaven_S01E51--0 | processing | False |  eng |        Lance |        English (United States) | video_translate |   33.3333362137179 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E51--0--%5B%5Bfe15bf5a13014f0c8c852880881f3aee-000%5D%5D.m4a
9b69dfdf17b44475a4cc07549e3a3aec |          DearHeaven_S01E51--1 | processing | False |  eng |        Lance |        English (United States) | video_translate |  97.97598077826719 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E51--1--%5B%5Bfe15bf5a13014f0c8c852880881f3aee-001%5D%5D.m4a
880a8c19f68442099948998260cda5bd |          DearHeaven_S01E51--2 | processing | False |  eng |        Lance |        English (United States) | video_translate |  33.33333989286385 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E51--2--%5B%5Bfe15bf5a13014f0c8c852880881f3aee-002%5D%5D.m4a
d79adf69a7644664b43c84f52189f34b |          DearHeaven_S01E51--0 |  completed |  True |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 | https://drive.google.com/file/d/1kNOrUZR1YQZBrxzaCchwmqKjVZ2_0WmH/view?filename=%5B%5Bfe15bf5a13014f0c8c852880881f3aee-000%5D%5D.m4a.mp4
df90bfd5db944d3bbd39f5f64ec492c5 |          DearHeaven_S01E51--1 |  completed |  True |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 | https://drive.google.com/file/d/14S-k3dhRYnX4rBBba9FglmSqDotXS8AP/view?filename=%5B%5Bfe15bf5a13014f0c8c852880881f3aee-001%5D%5D.m4a.mp4
ae36beb319da4d5ba23188060c22e2da |          DearHeaven_S01E51--2 |  completed |  True |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 | https://drive.google.com/file/d/1lUzPN2bpQYdQU6olVj3j6mqmEudnGcJh/view?filename=%5B%5Bfe15bf5a13014f0c8c852880881f3aee-002%5D%5D.m4a.mp4
5152d0242c9f4b48bba2e03216c200be |          DearHeaven_S01E51--0 |  completed | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E51--0--%5B%5Bfe15bf5a13014f0c8c852880881f3aee-000%5D%5D.m4a
f7fcf724d0344e39859707f43c54659e |          DearHeaven_S01E51--1 | processing | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |  95.53456619721828 |        False |            0 |    False | 14bb07cda9ff4dbfaed238fb0fbd8c65 |                                                               DearHeaven_S01E51--1--%5B%5Bfe15bf5a13014f0c8c852880881f3aee-001%5D%5D.m4a
7e07055683e142cb9912b85d1468a38c |          DearHeaven_S01E51--2 |  completed | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E51--2--%5B%5Bfe15bf5a13014f0c8c852880881f3aee-002%5D%5D.m4a
a70d9fa7f9254e3492a5c3a6e4db0b74 |          DearHeaven_S01E52--0 | processing | False |  eng |        Lance |        English (United States) | video_translate |  33.33333846039608 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E52--0--%5B%5B006aa761994f45fc80a8a370d5fe7771-000%5D%5D.m4a
880834d73b994450a02a48fa85ff296b |          DearHeaven_S01E52--1 |  completed | False |  eng |        Lance |        English (United States) | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E52--1--%5B%5B006aa761994f45fc80a8a370d5fe7771-001%5D%5D.m4a
61765de9477b4409b4f7524bcd1e610a |          DearHeaven_S01E52--2 |    waiting | False |  eng |        Lance |        English (United States) | video_translate |  4.254503243588726 |        False |         3600 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E52--2--%5B%5B006aa761994f45fc80a8a370d5fe7771-002%5D%5D.m4a
7b5f51cbcb4f4b7e8c9b74466a3aa6b0 |          DearHeaven_S01E52--0 |  completed | False |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E52--0--%5B%5B006aa761994f45fc80a8a370d5fe7771-000%5D%5D.m4a
b67c83bfba694c9a81a17748d59db016 |          DearHeaven_S01E52--1 |    waiting | False |  jpn |        Lance |                       Japanese | video_translate |  3.557073215247915 |        False |         3600 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E52--1--%5B%5B006aa761994f45fc80a8a370d5fe7771-001%5D%5D.m4a
a622169a1e704a61bd9ecaddd0b30f51 |          DearHeaven_S01E52--2 |  completed | False |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | d90fd9fe544f4109bdbc3cc167451217 |                                                               DearHeaven_S01E52--2--%5B%5B006aa761994f45fc80a8a370d5fe7771-002%5D%5D.m4a
c0183b0b44ef4378a95288f2e5b64185 |          DearHeaven_S01E52--0 | processing | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |  33.33333619841642 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E52--0--%5B%5B006aa761994f45fc80a8a370d5fe7771-000%5D%5D.m4a
ac281585046f4a89aeff9fd0f8a4b244 |          DearHeaven_S01E52--1 |  completed | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |                  0 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E52--1--%5B%5B006aa761994f45fc80a8a370d5fe7771-001%5D%5D.m4a
3b4e9117dec74462a8e200ee7072e074 |          DearHeaven_S01E52--2 | processing | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |  33.33336149005511 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E52--2--%5B%5B006aa761994f45fc80a8a370d5fe7771-002%5D%5D.m4a
86136030f5314507a09e76bf2772483f |          DearHeaven_S01E53--0 |    waiting | False |  eng |        Lance |        English (United States) | video_translate |  4.001956173459895 |        False |         3600 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E53--0--%5B%5B9f45a574bc244408821fcc7a88f10ed2-000%5D%5D.m4a
1399bb8539324c8789574085d0ca97ff |          DearHeaven_S01E53--1 | processing | False |  eng |        Lance |        English (United States) | video_translate |  97.13671445905767 |        False |            0 |    False | 14bb07cda9ff4dbfaed238fb0fbd8c65 |                                                               DearHeaven_S01E53--1--%5B%5B9f45a574bc244408821fcc7a88f10ed2-001%5D%5D.m4a
20614236307c4004a76e4538caa54bbb |          DearHeaven_S01E53--0 |  completed |  True |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | c47f8b0ae3db4e58b948994021ff3100 |                                                               DearHeaven_S01E53--0--%5B%5B9f45a574bc244408821fcc7a88f10ed2-000%5D%5D.m4a
c1e38c3f8c714d26abae7322634170f0 |          DearHeaven_S01E53--1 |  completed |  True |  jpn |        Lance |                       Japanese | video_translate |                  0 |        False |            0 |    False | c47f8b0ae3db4e58b948994021ff3100 |                                                               DearHeaven_S01E53--1--%5B%5B9f45a574bc244408821fcc7a88f10ed2-001%5D%5D.m4a
4f6329c6881a442b9674d38e6697eb81 |          DearHeaven_S01E53--0 | processing | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |  96.92254499297229 |        False |            0 |    False | 14bb07cda9ff4dbfaed238fb0fbd8c65 |                                                               DearHeaven_S01E53--0--%5B%5B9f45a574bc244408821fcc7a88f10ed2-000%5D%5D.m4a
cbc65d3ac2bf4baa9d91c6d9332901d7 |          DearHeaven_S01E53--1 | processing | False |  zho |        Lance | Chinese (Mandarin, Simplified) | video_translate |  97.13671445905767 |        False |            0 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E53--1--%5B%5B9f45a574bc244408821fcc7a88f10ed2-001%5D%5D.m4a
e7587f7c11694498823ad9dbedc3476c |          DearHeaven_S01E54--0 |    waiting | False |  eng |        Lance |        English (United States) | video_translate | 2.2466544271430453 |        False |         3600 |    False | c77db7d371e747cf93225e28d60e9de3 |                                                               DearHeaven_S01E54--0--%5B%5Bb2d23e215be04cbc8aea4436452d926c-000%5D%5D.m4a
81cfe91587264cc5ac7aa3e71c884475 |          DearHeaven_S01E54--1 |  completed | False |  eng |        Lance |        English (United States) | video_translate |                  0 |        False |            0 |    False | 14bb07cda9ff4dbfaed238fb0fbd8c65 |                                                               DearHeaven_S01E54--1--%5B%5Bb2d23e215be04cbc8aea4436452d926c-001%5D%5D.m4a
